label,pc1,pc2,Net
pool,-1.2394837247039334,-2.2464716644791927,"[0, 4, 5, 4, 7, 5, 6, 4, 4, 4, 7, 1, 1, 7, 1, 5, 7, 4, 5, 0, 2, 6, 7, 6, 7, 4, 0, 2]"
pool,5.969673331044957,-0.31783177759848974,"[1, 6, 3, 2, 3, 3, 3, 3, 5, 7, 0, 1, 2, 2, 5, 7, 5, 2, 3, 0, 5, 6, 1, 2, 7, 1, 6, 5]"
pool,-1.5602809522528305,2.4769679005716108,"[5, 7, 5, 0, 0, 6, 0, 1, 4, 5, 7, 2, 4, 4, 0, 0, 2, 3, 5, 0, 0, 1, 7, 1, 0, 5, 0, 0]"
pool,3.985817651811208,-0.4974819455358452,"[1, 3, 2, 7, 3, 3, 2, 3, 1, 1, 1, 1, 5, 0, 5, 7, 6, 2, 1, 7, 2, 3, 6, 7, 5, 4, 3, 5]"
pool,3.266471731957109,2.1440165289606816,"[0, 5, 5, 1, 2, 1, 1, 0, 2, 7, 1, 3, 6, 1, 6, 4, 3, 0, 1, 3, 6, 6, 0, 1, 6, 5, 1, 0]"
pool,-0.5637967627745328,3.0282002291965053,"[5, 5, 0, 1, 2, 5, 0, 1, 0, 1, 0, 4, 4, 7, 0, 4, 4, 4, 4, 3, 4, 1, 4, 1, 5, 0, 5, 5]"
pool,-1.5671856159718442,1.7943956741502811,"[0, 2, 4, 4, 5, 0, 4, 5, 0, 6, 4, 0, 0, 5, 5, 4, 7, 1, 0, 2, 3, 1, 7, 2, 0, 1, 0, 3]"
pool,-2.123163363324887,1.0502721605696643,"[5, 6, 4, 0, 7, 0, 1, 5, 5, 5, 7, 0, 0, 7, 0, 1, 2, 2, 4, 3, 4, 0, 4, 2, 5, 3, 4, 1]"
pool,4.834044358285086,1.0178626524450796,"[7, 0, 7, 1, 5, 7, 6, 4, 4, 0, 4, 2, 1, 1, 5, 6, 0, 3, 2, 0, 5, 3, 2, 0, 7, 4, 5, 3]"
pool,5.0715913220606055,0.13843091593209197,"[7, 6, 5, 6, 3, 4, 1, 3, 6, 7, 0, 0, 2, 2, 5, 7, 1, 1, 2, 5, 7, 6, 2, 6, 7, 1, 1, 0]"
pool,4.046222809149291,2.016938102252564,"[7, 6, 3, 7, 3, 6, 1, 6, 1, 6, 6, 3, 3, 2, 1, 2, 0, 5, 3, 0, 1, 0, 0, 0, 4, 2, 1, 5]"
pool,-5.527599023543454,0.12784612172339185,"[0, 7, 0, 0, 0, 0, 4, 7, 4, 0, 7, 1, 5, 7, 4, 0, 4, 1, 0, 5, 5, 4, 7, 0, 4, 7, 5, 0]"
pool,0.32648384749848786,0.8891323051138644,"[5, 0, 1, 5, 6, 1, 0, 3, 1, 0, 5, 4, 6, 7, 2, 0, 4, 0, 6, 4, 3, 3, 7, 4, 7, 2, 4, 1]"
